No,Title,Full Name,First Name,Last Name,Party,Profession,Birthplace,Marital Status,Constituency,Constituency Info,Profile URL,Homepage,Facebook,Instagram,TikTok,X,Mastodon,YouTube,Bluesky,LinkedIn,Threads,Telegram,Youtube,Gettr,Odyssee,Rumble,Xing,Twitch,WhatsApp,Tiktok,Linkedin,TiKTOK,LindedIn,Blog,Spotify,BlueSky,https://,Instgagram,Theads,Instgram,Telegramm,homepage
526,,Thomas Silberhorn,Thomas,Silberhorn,CDU/CSU,Rechtsanwalt,Kemmern/Lkrs. Bamberg; katholisch; verheiratet; zwei Söhne.,verheiratet,Bayern,Wahlkreis 235: Bamberg,https://www.bundestag.de/abgeordnete/biografien/S/silberhorn_thomas-1049236,http://www.thomas-silberhorn.de,https://www.facebook.com/ThomasSilberhornMdB,,https://www.tiktok.com/@thomas.silberhorn,https://twitter.com/SilberhornMdB,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,Björn Simon,Björn,Simon,CDU/CSU,Politikwissenschaftler,Offenbach am Main.,geschieden,Hessen,Wahlkreis 184: Offenbach,https://www.bundestag.de/abgeordnete/biografien/S/simon_bjoern-1047448,http://www.björn-simon.de,http://www.facebook.com/bjoernsimon.cdu,https://instagram.com/bjoernsimon.mdb/,,https://twitter.com/bjoernsimon,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,Nyke Slawik,Nyke,Slawik,Bündnis 90/Die Grünen,,Leverkusen.,geschieden,Nordrhein-Westfalen,Wahlkreis 100: Leverkusen – Köln IV,https://www.bundestag.de/abgeordnete/biografien/S/slawik_nyke-1047458,https://nyke-slawik.de,https://www.facebook.com/nykeslawik/,https://www.instagram.com/nykeslawik/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,Tino Sorge,Tino,Sorge,CDU/CSU,Rechtsanwalt,Ilmenau; verheiratet.,verheiratet,Sachsen-Anhalt,Wahlkreis 069: Magdeburg,https://www.bundestag.de/abgeordnete/biografien/S/sorge_tino-1047476,http://tino-sorge.de/,https://www.facebook.com/tino.sorge.7,,,https://twitter.com/TinoSorge,,,,,,,https://www.youtube.com/channel/UCil6rf3aA0a70IiarJDDbkA,,,,,,,,,,,,,,,,,,,
530,,Jens Spahn,Jens,Spahn,CDU/CSU,Bankkaufmann,Ahaus; römisch-katholisch; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 123: Steinfurt I – Borken I,https://www.bundestag.de/abgeordnete/biografien/S/spahn_jens-1049240,http://www.jens-spahn.de,https://www.facebook.com/jensspahn/,https://www.instagram.com/jensspahn/,https://www.tiktok.com/@jensspahn,,,,,https://www.linkedin.com/in/jensspahn/,,,,,,,,,,,,,,,,,,,,,,
531,,René Springer,René,Springer,AfD,Politikwissenschaftler,Ost-Berlin; verheiratet; zwei Kinder.,verheiratet,Brandenburg,Wahlkreis 059: Märkisch-Oderland – Barnim II,https://www.bundestag.de/abgeordnete/biografien/S/springer_rene-1047502,https://rene-springer.info,https://www.facebook.com/springerrene/,https://instagram.com/springer_rene?igshid=YmMyMTA2M2Y=,,https://x.com/rene_springer,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,Svenja Stadler,Svenja,Stadler,SPD,Senior-PR-Beraterin,Oldenburg (Oldenburg); verheiratet; zwei Kinder.,verheiratet,Niedersachsen,Wahlkreis 036: Harburg,https://www.bundestag.de/abgeordnete/biografien/S/stadler_svenja-1047506,https://www.svenja-stadler.de,https://www.facebook.com/svenjastadlerspd,https://www.instagram.com/svenja.stadler,,https://twitter.com/stadler_svenja,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,Katrin Staffler,Katrin,Staffler,CDU/CSU,Biochemikerin,Dachau; römisch-katholisch; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 214: Fürstenfeldbruck,https://www.bundestag.de/abgeordnete/biografien/S/staffler_katrin-1047508,https://katrin-staffler.de/,https://www.facebook.com/katrinstaffler/,https://instagram.com/katrinstaffler.mdb,,https://twitter.com/katrin_staffler,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,Julia-Christina Stange,Julia-Christina,Stange,Die Linke,Fachkinderkrankenschwester,Aachen; zwei Kinder.,geschieden,Rheinland-Pfalz,Wahlkreis 205: Worms,https://www.bundestag.de/abgeordnete/biografien/S/stange_julia-1047516,https://www.juliacstange.de/aktuell/,,https://www.instagram.com/jc.stange/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Dr.,Till Steffen,Till,Steffen,Bündnis 90/Die Grünen,Rechtsanwalt,Wiesbaden-Sonnenberg; verheiratet; zwei Kinder.,verheiratet,Hamburg,Wahlkreis 020: Hamburg-Eimsbüttel,https://www.bundestag.de/abgeordnete/biografien/S/steffen_till-1047534,https://www.tillsteffen.de,https://www.facebook.com/people/Till-Steffen/61572569780315/#,https://www.instagram.com/till_steffen/,https://www.tiktok.com/@till_steffen,https://twitter.com/till_steffen,,https://https://www.youtube.com/@tillsteffen793/search,https://bsky.app/profile/tillsteffen.de,,https://www.threads.net/@till_steffen,,,,,,,,,,,,,,,,,,,,,
536,Dr.,Wolfgang Stefinger,Wolfgang,Stefinger,CDU/CSU,Betriebswirt,München; römisch-katholisch.,geschieden,Bayern,Wahlkreis 217: München-Ost,https://www.bundestag.de/abgeordnete/biografien/S/stefinger_wolfgang-1049256,http://www.wolfgang-stefinger.de/,http://www.facebook.com/wolfgangstefinger,http://www.instagram.com/wolfgangstefinger,,http://www.twitter.com/stefingermdb,,,,http://www.linkedin.com/in/wolfgangstefinger,,,,,,,,,,,,,,,,,,,,,,
537,,Albert Stegemann,Albert,Stegemann,CDU/CSU,Landwirtschaftsmeister,Nordhorn; evangelisch-altreformiert; ledig.,ledig,Niedersachsen,Wahlkreis 031: Mittelems,https://www.bundestag.de/abgeordnete/biografien/S/stegemann_albert-1047540,http://www.albert-stegemann.de/,https://www.facebook.com/albertstegemann1/,https://www.instagram.com/albert.stegemann/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Dr.,Ralf Stegner,Ralf,Stegner,SPD,Politikwissenschaftler,Bad Dürkheim.,geschieden,Schleswig-Holstein,Wahlkreis 007: Pinneberg,https://www.bundestag.de/abgeordnete/biografien/S/stegner_ralf-1047542,https://www.ralf-stegner.de/,https://www.facebook.com/ralf.stegner,https://www.instagram.com/stegner_smiles/,,https://twitter.com/ralf_stegner,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,Sandra Stein,Sandra,Stein,Bündnis 90/Die Grünen,Unternehmerin,Ulm; konfessionslos; verheiratet; drei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 146: Hochsauerlandkreis,https://www.bundestag.de/abgeordnete/biografien/S/stein_sandra-1047552,,https://www.facebook.com/profile.php?id=61570794952984,https://www.instagram.com/thesandrastein/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,Sebastian Steineke,Sebastian,Steineke,CDU/CSU,Rechtsanwalt,Hamburg; evangelisch; verheiratet; zwei Kinder.,verheiratet,Brandenburg,Wahlkreis 056: Prignitz – Ostprignitz-Ruppin – Havelland I,https://www.bundestag.de/abgeordnete/biografien/S/steineke_sebastian-1047556,https://www.sebastian-steineke.de,https://www.facebook.com/sebastiansteineke,https://www.instagram.com/sebastiansteineke/,https://www.tiktok.com@sebastiansteineke,https://x.com/SteinekeCDU,,,,https://www.linkedin.com/in/sebastian-steineke/,https://www.threads.net@sebastiansteineke,,https://www.youtube.com@sebastiansteineke267,,,,,,,,,,,,,,,,,,,
541,,Johannes Steiniger,Johannes,Steiniger,CDU/CSU,Gymnasiallehrer,Bad Dürkheim; katholisch; ledig.,ledig,Rheinland-Pfalz,Wahlkreis 207: Neustadt – Speyer,https://www.bundestag.de/abgeordnete/biografien/S/steiniger_johannes-1047560,http://johannes-steiniger.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,Hanna Steinmüller,Hanna,Steinmüller,Bündnis 90/Die Grünen,Sozialwissenschaftlerin,Münster; römisch-katholisch; verheiratet; ein Kind.,verheiratet,Berlin,Wahlkreis 074: Berlin-Mitte,https://www.bundestag.de/abgeordnete/biografien/S/steinmueller_hanna-1047564,https://hanna-steinmueller.de/,,https://www.instagram.com/hanna_steinmueller/,,,,,https://bsky.app/profile/hanna-steinmueller.de,https://www.linkedin.com/in/hanna-steinm%C3%BCller-829773164/,www.threads.net/@hanna_steinmueller,,,,,,,,,,,,,,,,,,,,,
543,,Thomas Stephan,Thomas,Stephan,AfD,Versicherungs- und Finanzanlagenfachmann,Neustadt an der Weinstraße; verheiratet; zwei Kinder.,verheiratet,Rheinland-Pfalz,Wahlkreis 207: Neustadt – Speyer,https://www.bundestag.de/abgeordnete/biografien/S/stephan_thomas-1047572,https://www.afd-thomas-stephan.de,https://www.facebook.com/people/AfD-Thomas-Stephan/100063686085493/,https://www.instagram.com/afd_thomas_stephan/,https://www.tiktok.com/@afd_thomas_stephan,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,Christian Freiherr von Stetten,Christian Freiherr von,Stetten,CDU/CSU,Selbstständiger Kaufmann,Stuttgart; evangelisch; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 268: Schwäbisch Hall – Hohenlohe,https://www.bundestag.de/abgeordnete/biografien/S/stetten_christian-1049264,http://www.christian-stetten.de,https://www.facebook.com/christianstetten,https://www.instagram.com/christian_von_stetten,,https://twitter.com/cvstetten?lang=de,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,Dieter Stier,Dieter,Stier,CDU/CSU,Diplom-Agraringenieur,Weißenfels; ledig.,ledig,Sachsen-Anhalt,Wahlkreis 072: Burgenland – Saalekreis,https://www.bundestag.de/abgeordnete/biografien/S/stier_dieter-1047580,https://www.dieterstier.de,https://www.facebook.com/dieter.stier.blk,https://www.instagram.com/dieterstier_mdb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,Beatrix von Storch,Beatrix von,Storch,AfD,Anwältin,Lübeck; evangelisch; verheiratet.,verheiratet,Berlin,Wahlkreis 085: Berlin-Lichtenberg,https://www.bundestag.de/abgeordnete/biografien/S/storch_beatrix-1047596,https://beatrixvonstorch.de/,,,,https://twitter.com/Beatrix_vStorch,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,Stephan Stracke,Stephan,Stracke,CDU/CSU,,Marktoberdorf; römisch-katholisch; verheiratet; drei Kinder.,verheiratet,Bayern,Wahlkreis 257: Ostallgäu,https://www.bundestag.de/abgeordnete/biografien/S/stracke_stephan-1049272,http://www.stephan-stracke.de,https://www.facebook.com/Stracke.Bundestag/,https://www.instagram.com/stephan_stracke_mdb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,Otto Strauß,Otto,Strauß,AfD,Dachdeckermeister in Rente,Garbeck jetzt Balve; verheiratet; vier Kinder.,verheiratet,Nordrhein-Westfalen,,https://www.bundestag.de/abgeordnete/biografien/S/strauss_otto-1047608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Dr.,Katja Strauss-Köster,Katja,Strauss-Köster,CDU/CSU,Dr.-Ing. Raumplanerin,Herdecke; konfessionslos; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 138: Ennepe-Ruhr-Kreis II,https://www.bundestag.de/abgeordnete/biografien/S/strauss_koester_katja-1047610,https://www.katja-strauss-koester.de,https://www.facebook.com/p/dr-katja-strauss-k%c3%b6ster-100064190648460,https://www.instagram.com/katja_strauss_koester/,https://www.tiktok.com/@katja_strauss_koester,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Prof. Dr.,Hendrik Streeck,Hendrik,Streeck,CDU/CSU,Universitätsprofessor,Göttingen; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 095: Bonn,https://www.bundestag.de/abgeordnete/biografien/S/streeck_hendrik-1049274,https://www.hendrikstreeck.de,https://www.facebook.com/hendrikstreeck,https://www.instagram.com/hendrikstreeck,,https://www.x.com/hendrikstreeck,,,,,,,,,,,,,,https://www.tiktok.com/@hendrik.streeck,https://www.linkedin.com/in/hendrikstreeck,,,,,,,,,,,
551,,Ruppert Stüwe,Ruppert,Stüwe,SPD,Diplom-Volkswirt,Berlin; römisch-katholisch; zwei Kinder.,geschieden,Berlin,Wahlkreis 078: Berlin-Steglitz-Zehlendorf,https://www.bundestag.de/abgeordnete/biografien/S/stuewe_ruppert-1047638,https://www.ruppert-stuewe.de,https://www.facebook.com/ruppert.stuewe,https://www.instagram.com/stueweru/,,https://twitter.com/stuewer,,,,https://www.linkedin.com/in/ruppert-stüwe/,,,,,,,,,,,,,,,,,,,,,,
552,,Christina Stumpp,Christina,Stumpp,CDU/CSU,Steuerrechtlerin (LL. B.),Backnang; evangelisch; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 264: Waiblingen,https://www.bundestag.de/abgeordnete/biografien/S/stumpp_christina-1047632,https://christina-stumpp.de/,https://www.facebook.com/c.stumpp/,https://www.instagram.com/stumpp_christina/,https://www.tiktok.com/@stumpp_christina?lang=de-DE,,,,,www.linkedin.com/in/christina-stumpp-40482b295/,,,,,,,,,,,,,,,,,,,,,,
553,,Kassem Taher Saleh,Kassem Taher,Saleh,Bündnis 90/Die Grünen,Diplom-Bauingenieur,Zakho (Irak); ledig.,ledig,Sachsen,Wahlkreis 158: Dresden I,https://www.bundestag.de/abgeordnete/biografien/T/taher_saleh_kassem-1046942,https://www.kassem-taher-saleh.de/,,https://www.instagram.com/kassem.tahersaleh/,,,,,,,,,https://www.youtube.com/@KassemTaherSalehMdB,,,,,,,,,,,,,,,,,,,
554,,Vivian Tauschwitz,Vivian,Tauschwitz,CDU/CSU,Offizierin,Flensburg; verheiratet.,verheiratet,Niedersachsen,Wahlkreis 035: Rotenburg I – Heidekreis,https://www.bundestag.de/abgeordnete/biografien/T/tauschwitz_vivian-1047674,https://www.vivian-tauschwitz.de,https://www.facebook.com/vivian.hanl,https://www.instagram.com/vivian_tauschwitz?igsh=MXV5dnY5bzJueGRzZA==,https://www.tiktok.com/@vivian.tauschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,Tobias Teich,Tobias,Teich,AfD,"Außenhandelskaufmann, Versicherungsfachmann",München.,geschieden,Bayern,Wahlkreis 217: München-Ost,https://www.bundestag.de/abgeordnete/biografien/T/teich_tobias-1047684,https://afdbundestag.de/abgeordnete/tobias-teich/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,Awet Tesfaiesus,Awet,Tesfaiesus,Bündnis 90/Die Grünen,Rechtsanwältin,"Asmara, Eritrea.",geschieden,Hessen,Wahlkreis 168: Werra-Meißner – Hersfeld-Rotenburg,https://www.bundestag.de/abgeordnete/biografien/T/tesfaiesus_awet-1047698,https://awet-tesfaiesus.de/,,https://www.instagram.com/awettesfaiesus/,,https://twitter.com/AwetTesfaiesus,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,Robert Teske,Robert,Teske,AfD,,Brandenburg an der Havel.,geschieden,Thüringen,Wahlkreis 195: Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,https://www.bundestag.de/abgeordnete/biografien/T/teske_robert-1047700,,https://www.facebook.com/Robert.Teske.AfD/,https://www.instagram.com/robertteskeafd/,,https://x.com/RobertTeskeHB,,,,,,https://t.me/RobertTeske,,,,,,,,,,,,,,,,,,,,
558,,Roland Theis,Roland,Theis,CDU/CSU,Jurist,Neunkirchen (Saar) römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Saarland,Wahlkreis 298: St. Wendel,https://www.bundestag.de/abgeordnete/biografien/T/theis_roland-1047714,https://rolandtheis.de/,https://www.facebook.com/RolandTheisEuropa/,https://www.instagram.com/_rolandtheis/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,Prof Dr. Hans Theiss,Prof Dr. Hans,Theiss,CDU/CSU,Arzt,München; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 216: München-Nord,https://www.bundestag.de/abgeordnete/biografien/T/theiss_hans-1047718,https://www.hans-theiss.de,,https://www.instagram.com/hans_theiss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,Michael Thews,Michael,Thews,SPD,Diplom-Chemieingenieur,Bremerhaven; konfessionslos; verheiratet; drei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 144: Hamm – Unna II,https://www.bundestag.de/abgeordnete/biografien/T/thews_michael-1047722,https://www.michaelthews.de,https://www.facebook.com/MichaelThewsMdB,https://www.instagram.com/michaelthews,,,,,,https://de.linkedin.com/in/michael-thews-370a211bb,,,,,,,,,,,,,,,,,,,,,,
561,,Ulrich Thoden,Ulrich,Thoden,Die Linke,Lehrer,Hiltrup j. Münster; römisch-katholisch; geschieden.,geschieden,Nordrhein-Westfalen,Wahlkreis 127: Steinfurt III,https://www.bundestag.de/abgeordnete/biografien/T/thoden_ulrich-1047738,,,https://www.instagram.com/ulrichthoden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,Alexander Throm,Alexander,Throm,CDU/CSU,Rechtsanwalt,Heilbronn; evangelisch; verheiratet; zwei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 267: Heilbronn,https://www.bundestag.de/abgeordnete/biografien/T/throm_alexander-1049290,http://www.alexander-throm.de/,https://www.facebook.com/alexander.throm.hn,https://www.instagram.com/alexthrom/#,,https://www.twitter.com/alexander_throm,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,Astrid Timmermann-Fechter,Astrid,Timmermann-Fechter,CDU/CSU,,Marl; evangelisch; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 117: Mülheim – Essen I,https://www.bundestag.de/abgeordnete/biografien/T/timmermann_fechter_astrid-1047754,https://www.timmermann-fechter.de/,https://www.facebook.com/timmermannfechter,https://www.instagram.com/timmermannfechter/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,Markus Töns,Markus,Töns,SPD,Politologe,Gelsenkirchen; römisch-katholisch; geschieden; drei Kinder.,geschieden,Nordrhein-Westfalen,Wahlkreis 122: Gelsenkirchen,https://www.bundestag.de/abgeordnete/biografien/T/toens_markus-1047772,http://www.markus-toens.de/,https://www.facebook.com/markustoens,https://www.instagram.com/markustoens/,,https://twitter.com/Toens_NRW04,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,Gerhard Trabert,Gerhard,Trabert,Die Linke,Arzt,Mainz.,geschieden,Rheinland-Pfalz,Wahlkreis 204: Mainz,https://www.bundestag.de/abgeordnete/biografien/T/trabert_gerhard-1047780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,Carsten Träger,Carsten,Träger,SPD,,Fürth; evangelisch-lutherisch; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 242: Fürth,https://www.bundestag.de/abgeordnete/biografien/T/traeger_carsten-1047782,http://www.carsten-traeger.de,https://www.facebook.com/carstentraegermdb,https://www.instagram.com/carstentraeger/,,,,,,,,,https://www.youtube.com/channel/UCa8tIxOVETXgLeL3GtkT_nQ,,,,,,,,,,,,,,,,,,,
567,,Bastian Treuheit,Bastian,Treuheit,AfD,Kaufmann im Groß- und Außenhandel,Fürth; evangelisch; ein Kind,geschieden,Bayern,Wahlkreis 242: Fürth,https://www.bundestag.de/abgeordnete/biografien/T/treuheit_bastian-1047790,https://bastian-treuheit.de,https://www.facebook.com/treuheitbastian/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,Anja Troff-Schaffarzyk,Anja,Troff-Schaffarzyk,SPD,,Jemgum; evangelisch; verheiratet.,verheiratet,Niedersachsen,Wahlkreis 025: Unterems,https://www.bundestag.de/abgeordnete/biografien/T/troff_schaffarzyk_anja-1047796,https://www.anja-troff-schaffarzyk.de,https://www.facebook.com/Anja-Troff-Schaffarzyk-209342649122862,https://www.instagram.com/troffschaffarzyk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,Derya Türk-Nachbaur,Derya,Türk-Nachbaur,SPD,,Paderborn; Alevitin; verheiratet; vier Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 286: Schwarzwald-Baar,https://www.bundestag.de/abgeordnete/biografien/T/tuerk_nachbaur_derya-1047808,http://www.tuerk-nachbaur.de,https://www.facebook.com/derytnSPD/,https://www.instagram.com/deryatuerknachbaur,,https://twitter.com/derya_tn,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,Katrin Uhlig,Katrin,Uhlig,Bündnis 90/Die Grünen,Dipl.-Kulturwirtin,Duisburg; evangelisch.,geschieden,Nordrhein-Westfalen,Wahlkreis 095: Bonn,https://www.bundestag.de/abgeordnete/biografien/U/uhlig_katrin-1047818,http://www.katrin-uhlig.de,https://www.facebook.com/katrinuhlig.bonn/,https://www.instagram.com/katrinuhlig.bn/,,https://twitter.com/katrinuhligbn,,,https://bsky.app/profile/did:plc:rzx5avjardmf33hkumd6wsnq,,https://www.threads.net/@katrinuhlig.bn,,,,,,,,,,,,,,,,,,,,,
571,,Martina Uhr,Martina,Uhr,AfD,Medizinische Fachangestellte,Konstanz; konfessionslos; ledig; ein Kind.,ledig,Niedersachsen,Wahlkreis 025: Unterems,https://www.bundestag.de/abgeordnete/biografien/U/uhr_martina-1047820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,Aaron Valent,Aaron,Valent,Die Linke,Auszubildender,Starnberg; konfessionslos; ledig.,ledig,Bayern,Wahlkreis 250: Würzburg,https://www.bundestag.de/abgeordnete/biografien/V/valent_aaron-1047844,,,https://www.instagram.com/aaron_valent_mdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,Isabelle Vandre,Isabelle,Vandre,Die Linke,Politikwissenschaftlerin,Eberswalde-Finow.,geschieden,Brandenburg,Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,https://www.bundestag.de/abgeordnete/biografien/V/vandre_isabelle-1047846,https://isabelle-vandre.de/,https://www.facebook.com/isabelle.vandre/,https://www.instagram.com/isabelle.vandre/,Tiktok: https://www.tiktok.com/@isabellevandre,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Dr.,Julia Verlinden,Julia,Verlinden,Bündnis 90/Die Grünen,Dipl.-Umweltwissenschaftlerin,Bergisch Gladbach.,geschieden,Niedersachsen,Wahlkreis 037: Lüchow-Dannenberg – Lüneburg,https://www.bundestag.de/abgeordnete/biografien/V/verlinden_julia-1047856,http://www.julia-verlinden.de,http://www.facebook.com/jul.verlinden,https://julia-verlinden.de/,,http://www.twitter.com/julia_verlinden,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,Kerstin Vieregge,Kerstin,Vieregge,CDU/CSU,Betriebswirtin,Rinteln.,geschieden,Nordrhein-Westfalen,Wahlkreis 134: Lippe I,https://www.bundestag.de/abgeordnete/biografien/V/vieregge_kerstin-1047860,https://www.kerstin-vieregge.de/,https://www.facebook.com/kerstin.4egge/,https://www.instagram.com/kerstinvieregge/,,,,,,https://de.linkedin.com/in/kerstin-vieregge-5773ba158,,,,,,,,,,,,,,,,,,,,,,
576,,Marja-Liisa Völlers,Marja-Liisa,Völlers,SPD,Lehrerin,Bückeburg; ledig.,ledig,Niedersachsen,Wahlkreis 040: Nienburg II – Schaumburg,https://www.bundestag.de/abgeordnete/biografien/V/voellers_marja-1047890,https://marjavoellers.de/,https://www.facebook.com/voellers/,https://www.instagram.com/marjavoellers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,Dirk Vöpel,Dirk,Vöpel,SPD,Selbstständiger Kaufmann,Oberhausen; geschieden; ein Kind.,geschieden,Nordrhein-Westfalen,Wahlkreis 116: Oberhausen – Wesel III,https://www.bundestag.de/abgeordnete/biografien/V/voepel_dirk-1047896,https://www.dirk-voepel.de/,https://www.facebook.com/voepel/,https://www.instagram.com/dirk.voepel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,Ingo Vogel,Ingo,Vogel,SPD,Polizeibeamter,Essen; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 118: Essen II,https://www.bundestag.de/abgeordnete/biografien/V/vogel_ingo-1047866,,https://facebook.com/ingo.vogel.984,https://www.instagram.com/ingo_vogel_essen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Dr.,Oliver Vogt,Oliver,Vogt,CDU/CSU,"Diplom-Physiker, Gymnasiallehrer",Neuhaus am Rennweg; evangelisch; ledig.,ledig,Nordrhein-Westfalen,Wahlkreis 133: Minden-Lübbecke I,https://www.bundestag.de/abgeordnete/biografien/V/vogt_oliver-1047874,https://www.olivervogt.de,https://www.facebook.com/olivervogt.de/?locale=de_DE,https://www.instagram.com/olivervogt.de/?hl=de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,Donata Vogtschmidt,Donata,Vogtschmidt,Die Linke,Staatswissenschaftlerin,Koblenz; konfessionslos; ledig; ein Kind.,ledig,Thüringen,Wahlkreis 188: Eichsfeld – Nordhausen – Kyffhäuserkreis,https://www.bundestag.de/abgeordnete/biografien/V/vogtschmidt_donata-1047876,,,https://www.instagram.com/donata.vgtsmdt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
